Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Categories,Count,Mean,Error,StdDev,StdErr,Median,Min,Q1,Q3,Max,Op/s,CI99.9% Margin,Iterations,Kurtosis,MValue,Skewness,Rank,LogicalGroup,Baseline,Exceptions,Code Size
'IsNotEmpty: With Count - Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",512,0.2522 ns,0.0106 ns,0.0099 ns,0.0025 ns,0.2532 ns,0.2364 ns,0.2453 ns,0.2578 ns,0.2731 ns,"3,964,777,652.715",7.4987 ns,15.00,2.280,2.000,0.1961,10,*,No,0.0000,39 B
'IsNotEmpty: With Count - Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",1024,0.2497 ns,0.0075 ns,0.0070 ns,0.0018 ns,0.2505 ns,0.2349 ns,0.2465 ns,0.2550 ns,0.2603 ns,"4,004,749,805.570",7.4991 ns,15.00,2.344,2.000,-0.5018,10,*,No,0.0000,39 B
'IsNotEmpty: With Count - Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",2048,0.2483 ns,0.0085 ns,0.0080 ns,0.0021 ns,0.2463 ns,0.2356 ns,0.2431 ns,0.2560 ns,0.2626 ns,"4,026,608,546.893",7.4990 ns,15.00,1.592,3.500,0.1857,10,*,No,0.0000,39 B
'IsNotEmpty: With Count - Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",4096,0.2509 ns,0.0069 ns,0.0058 ns,0.0016 ns,0.2513 ns,0.2423 ns,0.2470 ns,0.2538 ns,0.2613 ns,"3,985,892,371.249",6.4992 ns,13.00,1.993,2.000,0.1825,10,*,No,0.0000,39 B
'IsNotEmpty: With Count - Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",8192,0.0000 ns,0.0000 ns,0.0000 ns,0.0000 ns,0.0000 ns,0.0000 ns,0.0000 ns,0.0000 ns,0.0000 ns,Infinity,7.0000 ns,14.00,NA,2.000,NA,1,*,No,0.0000,39 B
'IsNotEmpty: With Predicate - Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",64,1.7120 ns,0.0203 ns,0.0180 ns,0.0048 ns,1.7112 ns,1.6856 ns,1.7029 ns,1.7170 ns,1.7493 ns,"584,120,448.454",6.9976 ns,14.00,2.319,2.000,0.4226,14,*,No,0.0000,406 B
'IsNotEmpty: With Predicate - Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",128,1.4469 ns,0.0301 ns,0.0281 ns,0.0073 ns,1.4396 ns,1.4115 ns,1.4280 ns,1.4658 ns,1.5026 ns,"691,113,326.104",7.4964 ns,15.00,1.956,2.000,0.6210,13,*,No,0.0000,406 B
'IsNotEmpty: With Predicate - Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",256,1.4299 ns,0.0167 ns,0.0156 ns,0.0040 ns,1.4358 ns,1.4086 ns,1.4117 ns,1.4430 ns,1.4488 ns,"699,338,002.312",7.4980 ns,15.00,1.228,2.000,-0.3130,13,*,No,0.0000,406 B
'IsNotEmpty: With Predicate - Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",512,1.4393 ns,0.0168 ns,0.0157 ns,0.0040 ns,1.4361 ns,1.4179 ns,1.4295 ns,1.4481 ns,1.4721 ns,"694,796,521.652",7.4980 ns,15.00,2.162,2.000,0.4640,13,*,No,0.0000,406 B
'IsNotEmpty: With Predicate - Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",1024,1.4313 ns,0.0108 ns,0.0084 ns,0.0024 ns,1.4310 ns,1.4117 ns,1.4286 ns,1.4373 ns,1.4427 ns,"698,668,112.519",5.9988 ns,12.00,2.954,2.000,-0.7061,13,*,No,0.0000,406 B
'IsNotEmpty: With Predicate - Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",2048,1.4210 ns,0.0113 ns,0.0106 ns,0.0027 ns,1.4217 ns,1.4023 ns,1.4104 ns,1.4301 ns,1.4356 ns,"703,735,935.267",7.4986 ns,15.00,1.542,2.000,-0.1923,13,*,No,0.0000,406 B
'IsNotEmpty: With Predicate - Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",4096,1.4226 ns,0.0137 ns,0.0114 ns,0.0032 ns,1.4269 ns,1.4023 ns,1.4136 ns,1.4302 ns,1.4369 ns,"702,941,288.990",6.4984 ns,13.00,1.613,2.000,-0.4499,13,*,No,0.0000,406 B
'IsNotEmpty: With Predicate - Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",8192,1.4338 ns,0.0189 ns,0.0167 ns,0.0045 ns,1.4300 ns,1.4027 ns,1.4261 ns,1.4491 ns,1.4570 ns,"697,432,845.602",6.9978 ns,14.00,1.926,2.000,-0.3773,13,*,No,0.0000,406 B
'IsNotEmpty: With Predicate - Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",64,3.5906 ns,0.0220 ns,0.0206 ns,0.0053 ns,3.5934 ns,3.5547 ns,3.5791 ns,3.6044 ns,3.6303 ns,"278,507,570.899",7.4973 ns,15.00,2.200,2.000,-0.0577,19,*,No,0.0000,503 B
'IsNotEmpty: With Predicate - Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",128,2.5302 ns,0.0291 ns,0.0272 ns,0.0070 ns,2.5333 ns,2.4861 ns,2.5111 ns,2.5492 ns,2.5766 ns,"395,218,817.673",7.4965 ns,15.00,1.686,2.000,-0.0432,16,*,No,0.0000,503 B
'IsNotEmpty: With Predicate - Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",256,2.5166 ns,0.0256 ns,0.0240 ns,0.0062 ns,2.5124 ns,2.4882 ns,2.4966 ns,2.5312 ns,2.5651 ns,"397,354,768.104",7.4969 ns,15.00,1.904,2.000,0.5178,16,*,No,0.0000,503 B
'IsNotEmpty: With Predicate - Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",512,2.2888 ns,0.0239 ns,0.0212 ns,0.0057 ns,2.2821 ns,2.2644 ns,2.2722 ns,2.3025 ns,2.3287 ns,"436,904,198.109",6.9972 ns,14.00,1.848,2.000,0.5334,15,*,No,0.0000,503 B
'IsNotEmpty: With Predicate - Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",1024,2.5211 ns,0.0175 ns,0.0164 ns,0.0042 ns,2.5224 ns,2.4945 ns,2.5115 ns,2.5329 ns,2.5520 ns,"396,652,834.118",7.4979 ns,15.00,1.982,2.000,0.0208,16,*,No,0.0000,503 B
'IsNotEmpty: With Predicate - Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",2048,2.2980 ns,0.0207 ns,0.0183 ns,0.0049 ns,2.2960 ns,2.2732 ns,2.2837 ns,2.3144 ns,2.3265 ns,"435,168,592.703",6.9976 ns,14.00,1.330,2.000,0.0929,15,*,No,0.0000,503 B
'IsNotEmpty: With Predicate - Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",4096,2.5231 ns,0.0249 ns,0.0233 ns,0.0060 ns,2.5233 ns,2.4805 ns,2.5069 ns,2.5403 ns,2.5697 ns,"396,332,926.239",7.4970 ns,15.00,2.174,2.000,0.0920,16,*,No,0.0000,503 B
'IsNotEmpty: With Predicate - Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",8192,2.5062 ns,0.0193 ns,0.0180 ns,0.0047 ns,2.5036 ns,2.4734 ns,2.4985 ns,2.5213 ns,2.5281 ns,"399,007,358.008",7.4977 ns,15.00,1.785,2.000,-0.4716,16,*,No,0.0000,503 B
'LastIndexOf: Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",64,428.3708 ns,2.6670 ns,2.4947 ns,0.6441 ns,428.0900 ns,424.3499 ns,426.7493 ns,429.7752 ns,433.6365 ns,"2,334,425.983",7.1779 ns,15.00,2.334,2.000,0.2588,34,*,No,0.0000,606 B
'LastIndexOf: Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",128,990.7619 ns,7.2894 ns,6.4619 ns,1.7270 ns,990.7025 ns,982.3459 ns,985.9566 ns,994.3687 ns,"1,003.4127 ns","1,009,324.273",6.1365 ns,14.00,1.845,2.000,0.3493,40,*,No,0.0000,593 B
'LastIndexOf: Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",256,"1,857.7967 ns",10.4381 ns,9.2531 ns,2.4730 ns,"1,859.6995 ns","1,842.9735 ns","1,851.1746 ns","1,864.7969 ns","1,872.2368 ns","538,272.027",5.7635 ns,14.00,1.544,2.000,-0.1444,45,*,No,0.0000,606 B
'LastIndexOf: Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",512,"3,645.6778 ns",27.3118 ns,25.5475 ns,6.5963 ns,"3,637.7567 ns","3,613.5147 ns","3,626.7521 ns","3,666.7889 ns","3,695.5864 ns","274,297.412",4.2018 ns,15.00,1.802,2.000,0.5260,52,*,No,0.0000,606 B
'LastIndexOf: Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",1024,"9,417.0584 ns",169.1573 ns,158.2298 ns,40.8548 ns,"9,450.6554 ns","9,139.5866 ns","9,313.5719 ns","9,496.3348 ns","9,655.9990 ns","106,190.273",-12.9274 ns,15.00,1.927,2.000,-0.2448,64,*,No,0.0000,597 B
'LastIndexOf: Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",2048,"22,429.1765 ns",439.1035 ns,539.2585 ns,114.9703 ns,"22,544.7784 ns","21,231.7123 ns","21,942.1486 ns","22,800.6615 ns","23,350.9293 ns","44,584.785",-46.4852 ns,22.00,2.164,2.000,-0.3389,70,*,No,0.0000,584 B
'LastIndexOf: Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",4096,"47,596.2155 ns",919.0227 ns,983.3440 ns,231.7764 ns,"47,845.5902 ns","45,806.5552 ns","46,780.0186 ns","48,447.2565 ns","48,863.1775 ns","21,010.074",-106.8882 ns,18.00,1.489,2.000,-0.3291,77,*,No,0.0000,584 B
'LastIndexOf: Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",8192,"101,432.8585 ns","1,984.2364 ns","2,037.6647 ns",494.2063 ns,"102,094.1895 ns","97,367.4072 ns","100,290.2588 ns","102,644.9463 ns","104,716.2476 ns","9,858.738",-238.6031 ns,17.00,2.033,2.000,-0.4472,82,*,No,0.0000,588 B
'LastIndexOf: Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",64,168.9787 ns,1.2967 ns,1.2129 ns,0.3132 ns,168.7951 ns,167.0167 ns,168.2179 ns,169.7317 ns,171.5842 ns,"5,917,906.665",7.3434 ns,15.00,2.342,2.000,0.4650,27,*,No,0.0000,650 B
'LastIndexOf: Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",128,338.4426 ns,1.5552 ns,1.4548 ns,0.3756 ns,338.2898 ns,336.6639 ns,337.1954 ns,339.2241 ns,341.8863 ns,"2,954,710.737",7.3122 ns,15.00,2.700,2.000,0.7141,31,*,No,0.0000,650 B
'LastIndexOf: Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",256,873.5438 ns,5.1803 ns,4.5922 ns,1.2273 ns,872.7797 ns,867.5886 ns,870.4689 ns,876.1468 ns,881.4201 ns,"1,144,762.351",6.3863 ns,14.00,1.792,2.000,0.4397,39,*,No,0.0000,650 B
'LastIndexOf: Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",512,"1,826.0240 ns",11.7884 ns,11.0269 ns,2.8471 ns,"1,823.1789 ns","1,809.1347 ns","1,817.8392 ns","1,834.5489 ns","1,846.9843 ns","547,637.919",6.0764 ns,15.00,1.765,2.000,0.1298,45,*,No,0.0000,655 B
'LastIndexOf: Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",1024,"4,246.2869 ns",49.4923 ns,46.2951 ns,11.9534 ns,"4,235.4843 ns","4,188.7993 ns","4,204.4483 ns","4,286.0023 ns","4,322.2076 ns","235,499.868",1.5233 ns,15.00,1.428,2.000,0.2708,54,*,No,0.0000,647 B
'LastIndexOf: Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",2048,"10,519.0536 ns",205.6584 ns,343.6090 ns,57.2682 ns,"10,531.3248 ns","9,806.9153 ns","10,270.2457 ns","10,781.5754 ns","11,123.2422 ns","95,065.587",-10.6341 ns,36.00,2.022,2.615,-0.3295,64,*,No,0.0000,647 B
'LastIndexOf: Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",4096,"25,233.5199 ns",486.6587 ns,728.4079 ns,132.9885 ns,"25,309.8770 ns","23,820.3049 ns","24,582.4966 ns","25,838.4918 ns","26,345.3140 ns","39,629.826",-51.4942 ns,30.00,1.726,2.571,-0.2344,71,*,No,0.0000,684 B
'LastIndexOf: Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",8192,"53,496.2429 ns","1,039.6542 ns","1,314.8298 ns",274.1610 ns,"53,562.0422 ns","51,305.3772 ns","52,423.8342 ns","54,738.7970 ns","55,339.1846 ns","18,692.902",-125.5805 ns,23.00,1.461,3.000,-0.0061,78,*,No,0.0000,641 B
'PerformAction : Record (Comparison)',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Record Type,**FOR COMPARISON**,Collections",64,"2,955.1764 ns",20.6452 ns,19.3115 ns,4.9862 ns,"2,956.6153 ns","2,922.4207 ns","2,942.4164 ns","2,972.0505 ns","2,981.9586 ns","338,389.281",5.0069 ns,15.00,1.573,2.000,-0.0693,50,*,No,0.0000,"5,162 B"
'PerformAction : Record (Comparison)',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Record Type,**FOR COMPARISON**,Collections",128,"6,252.7912 ns",57.5836 ns,53.8637 ns,13.9076 ns,"6,262.0552 ns","6,156.0959 ns","6,208.0166 ns","6,290.0078 ns","6,364.9925 ns","159,928.577",0.5462 ns,15.00,2.273,2.000,0.1567,58,*,No,0.0000,"5,080 B"
'PerformAction : Record (Comparison)',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Record Type,**FOR COMPARISON**,Collections",256,"12,449.1180 ns",58.0963 ns,51.5009 ns,13.7642 ns,"12,434.8007 ns","12,381.9405 ns","12,420.3899 ns","12,485.5717 ns","12,557.6576 ns","80,326.976",0.1179 ns,14.00,2.071,2.000,0.3907,65,*,No,0.0000,"5,111 B"
'PerformAction : Record (Comparison)',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Record Type,**FOR COMPARISON**,Collections",512,"29,690.6525 ns",347.0419 ns,324.6232 ns,83.8173 ns,"29,702.9968 ns","29,102.0782 ns","29,484.5657 ns","29,878.4195 ns","30,190.9943 ns","33,680.634",-34.4087 ns,15.00,1.918,2.000,-0.0717,72,*,No,0.0000,"5,186 B"
