Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Categories,Count,Mean,Error,StdDev,StdErr,Median,Min,Q1,Q3,Max,Op/s,CI99.9% Margin,Iterations,Kurtosis,MValue,Skewness,Rank,LogicalGroup,Baseline,Code Size,Exceptions
IntersectWith,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,512,"4,093,669.196 ns","77,229.2358 ns","68,461.7059 ns","18,297.1606 ns","4,088,931.250 ns","3,975,041.406 ns","4,058,523.438 ns","4,138,382.422 ns","4,196,228.906 ns",244.28,"-9,141.5803 ns",14.00,1.826,2.000,-0.2146,44,*,No,NA,0.0000
IntersectWith,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,1024,"7,935,001.316 ns","135,800.0599 ns","150,941.4068 ns","34,628.3336 ns","7,899,775.000 ns","7,749,025.000 ns","7,839,087.500 ns","7,954,284.375 ns","8,314,756.250 ns",126.02,"-17,304.6668 ns",19.00,3.899,2.000,1.3114,45,*,No,NA,0.0000
IntersectWith,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,2048,"16,100,315.954 ns","282,224.9185 ns","313,692.2492 ns","71,965.9376 ns","15,994,496.875 ns","15,742,081.250 ns","15,869,476.562 ns","16,287,300.000 ns","16,786,293.750 ns",62.11,"-35,973.4688 ns",19.00,2.397,2.000,0.8688,46,*,No,NA,0.0000
IntersectWith,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,4096,"33,180,630.357 ns","519,495.1870 ns","460,518.9521 ns","123,078.8671 ns","33,037,184.375 ns","32,681,693.750 ns","32,924,878.125 ns","33,171,164.062 ns","34,177,775.000 ns",30.14,"-61,532.4335 ns",14.00,2.534,2.000,1.0046,47,*,No,NA,0.0000
IntersectWith,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,8192,"67,994,071.558 ns","1,351,733.2309 ns","3,264,587.9227 ns","393,010.2020 ns","70,120,287.500 ns","63,823,125.000 ns","64,779,687.500 ns","71,147,787.500 ns","72,552,175.000 ns",14.71,"-196,470.6010 ns",69.00,1.057,4.000,-0.0115,48,*,No,NA,0.0000
IsProperSubsetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,64,10.049 ns,0.0359 ns,0.0318 ns,0.0085 ns,10.052 ns,9.994 ns,10.033 ns,10.073 ns,10.096 ns,"99,515,984.04",6.9958 ns,14.00,1.712,2.000,-0.2394,2,*,No,883 B,0.0000
IsProperSubsetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,128,9.621 ns,0.0749 ns,0.0585 ns,0.0169 ns,9.622 ns,9.544 ns,9.575 ns,9.667 ns,9.702 ns,"103,934,389.25",5.9916 ns,12.00,1.270,2.000,0.0502,1,*,No,883 B,0.0000
IsProperSubsetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,256,8.894 ns,0.0286 ns,0.0254 ns,0.0068 ns,8.896 ns,8.849 ns,8.883 ns,8.909 ns,8.937 ns,"112,437,411.22",6.9966 ns,14.00,2.160,2.000,-0.2216,1,*,No,883 B,0.0000
IsProperSubsetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,512,9.056 ns,0.0365 ns,0.0342 ns,0.0088 ns,9.047 ns,8.996 ns,9.031 ns,9.078 ns,9.114 ns,"110,421,970.12",7.4956 ns,15.00,1.735,2.000,0.0935,1,*,No,883 B,0.0000
IsProperSubsetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,1024,9.701 ns,0.0372 ns,0.0348 ns,0.0090 ns,9.696 ns,9.645 ns,9.681 ns,9.721 ns,9.762 ns,"103,078,570.18",7.4955 ns,15.00,1.956,2.000,0.3065,1,*,No,883 B,0.0000
IsProperSubsetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,2048,8.504 ns,0.0336 ns,0.0314 ns,0.0081 ns,8.494 ns,8.458 ns,8.479 ns,8.527 ns,8.559 ns,"117,593,063.52",7.4959 ns,15.00,1.706,2.000,0.3567,1,*,No,883 B,0.0000
IsProperSubsetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,4096,9.703 ns,0.0470 ns,0.0417 ns,0.0111 ns,9.704 ns,9.646 ns,9.670 ns,9.741 ns,9.766 ns,"103,064,921.42",6.9944 ns,14.00,1.374,2.000,-0.0333,1,*,No,883 B,0.0000
IsProperSubsetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,8192,8.798 ns,0.0463 ns,0.0433 ns,0.0112 ns,8.799 ns,8.692 ns,8.773 ns,8.824 ns,8.859 ns,"113,660,762.19",7.4944 ns,15.00,3.000,2.000,-0.6211,1,*,No,869 B,0.0000
IsProperSupersetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,64,66.249 ns,0.3031 ns,0.2835 ns,0.0732 ns,66.251 ns,65.834 ns,66.027 ns,66.509 ns,66.676 ns,"15,094,638.58",7.4634 ns,15.00,1.470,2.000,0.0651,12,*,No,932 B,0.0000
IsProperSupersetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,128,55.050 ns,0.2285 ns,0.2026 ns,0.0541 ns,55.018 ns,54.707 ns,54.928 ns,55.171 ns,55.493 ns,"18,165,361.13",6.9729 ns,14.00,2.532,2.000,0.4004,8,*,No,932 B,0.0000
IsProperSupersetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,256,54.780 ns,0.2609 ns,0.2441 ns,0.0630 ns,54.795 ns,54.272 ns,54.656 ns,54.988 ns,55.123 ns,"18,254,752.77",7.4685 ns,15.00,2.107,2.000,-0.2844,8,*,No,932 B,0.0000
IsProperSupersetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,512,59.211 ns,0.2732 ns,0.2556 ns,0.0660 ns,59.252 ns,58.663 ns,59.076 ns,59.359 ns,59.604 ns,"16,888,660.67",7.4670 ns,15.00,2.452,2.000,-0.3762,10,*,No,932 B,0.0000
IsProperSupersetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,1024,62.124 ns,0.3534 ns,0.3133 ns,0.0837 ns,62.102 ns,61.561 ns,61.943 ns,62.174 ns,62.780 ns,"16,096,769.67",6.9581 ns,14.00,2.672,2.000,0.5064,11,*,No,921 B,0.0000
IsProperSupersetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,2048,61.283 ns,0.3174 ns,0.2814 ns,0.0752 ns,61.188 ns,60.923 ns,61.089 ns,61.529 ns,61.899 ns,"16,317,851.46",6.9624 ns,14.00,2.218,2.000,0.6103,11,*,No,921 B,0.0000
IsProperSupersetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,4096,113.730 ns,2.2957 ns,6.3996 ns,0.6746 ns,113.487 ns,103.306 ns,107.776 ns,118.475 ns,128.017 ns,"8,792,723.38",44.6627 ns,90.00,1.710,3.657,0.2808,13,*,No,919 B,0.0000
IsProperSupersetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,8192,156.419 ns,2.9083 ns,2.5782 ns,0.6890 ns,156.433 ns,152.724 ns,154.027 ns,158.557 ns,160.326 ns,"6,393,072.17",6.6555 ns,14.00,1.225,2.000,-0.0086,14,*,No,919 B,0.0000
IsSubsetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,64,9.517 ns,0.0390 ns,0.0346 ns,0.0092 ns,9.513 ns,9.466 ns,9.494 ns,9.539 ns,9.583 ns,"105,079,392.58",6.9954 ns,14.00,1.959,2.000,0.2807,1,*,No,895 B,0.0000
IsSubsetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,128,9.353 ns,0.2145 ns,0.2864 ns,0.0573 ns,9.353 ns,9.049 ns,9.108 ns,9.540 ns,9.969 ns,"106,921,381.81",12.4714 ns,25.00,2.389,2.000,0.7561,1,*,No,895 B,0.0000
IsSubsetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,256,8.571 ns,0.0335 ns,0.0313 ns,0.0081 ns,8.563 ns,8.503 ns,8.558 ns,8.595 ns,8.616 ns,"116,676,246.22",7.4960 ns,15.00,2.344,2.000,-0.4648,1,*,No,883 B,0.0000
IsSubsetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,512,9.068 ns,0.2125 ns,0.4144 ns,0.0604 ns,8.969 ns,8.573 ns,8.713 ns,9.402 ns,10.055 ns,"110,276,680.40",23.4698 ns,47.00,2.214,2.696,0.5927,1,*,No,883 B,0.0000
IsSubsetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,1024,10.457 ns,0.0381 ns,0.0338 ns,0.0090 ns,10.455 ns,10.405 ns,10.429 ns,10.480 ns,10.511 ns,"95,634,287.74",6.9955 ns,14.00,1.667,2.000,0.0616,3,*,No,895 B,0.0000
IsSubsetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,2048,9.206 ns,0.0591 ns,0.0493 ns,0.0137 ns,9.202 ns,9.140 ns,9.166 ns,9.224 ns,9.303 ns,"108,629,886.40",6.4932 ns,13.00,2.192,2.000,0.6023,1,*,No,895 B,0.0000
IsSubsetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,4096,10.622 ns,0.0331 ns,0.0293 ns,0.0078 ns,10.617 ns,10.585 ns,10.608 ns,10.639 ns,10.689 ns,"94,140,087.28",6.9961 ns,14.00,2.562,2.000,0.5407,3,*,No,881 B,0.0000
IsSubsetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,8192,9.667 ns,0.0442 ns,0.0369 ns,0.0102 ns,9.664 ns,9.605 ns,9.654 ns,9.694 ns,9.741 ns,"103,444,612.49",6.4949 ns,13.00,2.424,2.000,0.0712,1,*,No,881 B,0.0000
IsSupersetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,64,53.731 ns,0.1568 ns,0.1466 ns,0.0379 ns,53.660 ns,53.553 ns,53.607 ns,53.855 ns,53.982 ns,"18,611,227.53",7.4811 ns,15.00,1.501,2.000,0.4365,8,*,No,"2,022 B",0.0000
IsSupersetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,128,49.372 ns,0.4852 ns,0.4539 ns,0.1172 ns,49.476 ns,48.712 ns,48.936 ns,49.658 ns,50.121 ns,"20,254,599.18",7.4414 ns,15.00,1.622,2.000,-0.1587,7,*,No,"2,031 B",0.0000
IsSupersetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,256,48.901 ns,0.2862 ns,0.2538 ns,0.0678 ns,48.832 ns,48.560 ns,48.729 ns,48.973 ns,49.470 ns,"20,449,470.76",6.9661 ns,14.00,2.621,2.000,0.8334,7,*,No,"2,032 B",0.0000
IsSupersetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,512,50.152 ns,0.2089 ns,0.1852 ns,0.0495 ns,50.178 ns,49.762 ns,50.047 ns,50.242 ns,50.507 ns,"19,939,490.43",6.9752 ns,14.00,2.715,2.000,-0.2064,7,*,No,"2,043 B",0.0000
IsSupersetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,1024,51.578 ns,0.3044 ns,0.2542 ns,0.0705 ns,51.653 ns,51.187 ns,51.341 ns,51.791 ns,51.898 ns,"19,387,929.40",6.4648 ns,13.00,1.294,2.000,-0.1765,7,*,No,"2,035 B",0.0000
IsSupersetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,2048,48.150 ns,0.2656 ns,0.2355 ns,0.0629 ns,48.135 ns,47.821 ns,47.980 ns,48.267 ns,48.707 ns,"20,768,633.45",6.9685 ns,14.00,2.892,2.000,0.6210,7,*,No,"2,032 B",0.0000
IsSupersetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,4096,49.926 ns,0.2782 ns,0.2602 ns,0.0672 ns,49.935 ns,49.310 ns,49.831 ns,50.136 ns,50.252 ns,"20,029,785.10",7.4664 ns,15.00,2.777,2.000,-0.7141,7,*,No,"2,030 B",0.0000
IsSupersetOf,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,8192,56.772 ns,0.3340 ns,0.2961 ns,0.0791 ns,56.803 ns,56.288 ns,56.572 ns,56.900 ns,57.295 ns,"17,614,469.61",6.9604 ns,14.00,1.899,2.000,0.0538,9,*,No,"2,125 B",0.0000
LastOrDefault,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,64,162.103 ns,0.6361 ns,0.5312 ns,0.1473 ns,162.058 ns,161.346 ns,161.814 ns,162.300 ns,163.345 ns,"6,168,936.21",6.4263 ns,13.00,2.962,2.000,0.6923,14,*,No,"1,517 B",0.0000
LastOrDefault,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,128,296.863 ns,0.7514 ns,0.7029 ns,0.1815 ns,296.841 ns,295.935 ns,296.414 ns,297.298 ns,298.521 ns,"3,368,561.62",7.4093 ns,15.00,2.693,2.000,0.6217,17,*,No,"1,498 B",0.0000
LastOrDefault,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,256,547.900 ns,4.4244 ns,4.1386 ns,1.0686 ns,545.926 ns,543.403 ns,544.930 ns,550.751 ns,556.765 ns,"1,825,151.31",6.9657 ns,15.00,2.085,2.000,0.7186,20,*,No,"1,481 B",0.0000
LastOrDefault,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,512,"1,059.445 ns",4.3889 ns,3.8906 ns,1.0398 ns,"1,058.332 ns","1,052.612 ns","1,057.637 ns","1,061.592 ns","1,067.529 ns","943,890.14",6.4801 ns,14.00,2.415,2.000,0.3974,24,*,No,"1,481 B",0.0000
LastOrDefault,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,1024,"2,096.809 ns",9.4975 ns,8.4193 ns,2.2501 ns,"2,098.921 ns","2,081.465 ns","2,090.699 ns","2,102.710 ns","2,107.386 ns","476,915.10",5.8749 ns,14.00,1.671,2.000,-0.3579,28,*,No,"1,511 B",0.0000
LastOrDefault,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,2048,"4,563.804 ns",28.8402 ns,26.9771 ns,6.9655 ns,"4,564.145 ns","4,496.453 ns","4,553.654 ns","4,581.684 ns","4,606.050 ns","219,115.47",4.0173 ns,15.00,3.338,2.000,-0.7883,31,*,No,"1,511 B",0.0000
LastOrDefault,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,4096,"8,392.651 ns",24.1796 ns,22.6176 ns,5.8398 ns,"8,395.363 ns","8,350.517 ns","8,383.729 ns","8,406.356 ns","8,429.485 ns","119,151.86",4.5801 ns,15.00,2.196,2.000,-0.1591,32,*,No,"1,509 B",0.0000
